parameter file: /home/dodo/projects/aDNA_Comparative_Analysis/notebooks/par.smartpca
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.geno
snpname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.snp
indivname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.ind
evecoutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.evec
evaloutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.eval
numoutevec: 10
## smartpca version: 18140
norm used

lsqproject used
snps deleted (nodata): 0.  deletesnpoutname: for detailsnumber of samples used: 50 number of snps used: 50
number of pops for axes: 37
Using 31 threads, and partial sum lookup algorithm.
 snp           rs59986066 ignored . allelecnt:     0  missing:    48
 snp           rs11260588 ignored . allelecnt:     0  missing:    37
 snp            rs7540009 ignored . allelecnt:     0  missing:    33
 snp           rs11807848 ignored . allelecnt:     0  missing:    44
 snp            rs9442380 ignored . allelecnt:     0  missing:    41
 snp            rs6670693 ignored . allelecnt:     0  missing:    38
 snp            rs9659213 ignored . allelecnt:     0  missing:    44
 snp            rs3813199 ignored . allelecnt:     0  missing:    33
 snp          rs113791678 ignored . allelecnt:     0  missing:    32
 snp            rs3766186 ignored . allelecnt:     0  missing:    44
total number of snps killed in pass: 10  used: 40
REMOVED outlier I24542_d iter 1 evec 4 sigmage 6.349 pop: Belize_4600BP
number of samples after outlier removal: 49
total number of snps killed in pass: 12  used: 38
mpstats:     0.054    0.582    1.664    2.768760

## Tracy-Widom statistics: rows: 49  cols: 40
  #N    eigenvalue  difference    twstat      p-value effect. n
   1      7.264190          NA     0.929    0.0535703    21.053
   2      5.848048   -1.416142     0.474    0.0971147    22.363
   3      4.773682   -1.074366    -0.070     0.181064    23.337
   4      4.580391   -0.193291     1.580    0.0205602    23.869
   5      3.486352   -1.094039     0.604    0.0825144    26.634
   6      2.559019   -0.927334    -1.539     0.586066    28.312
   7      2.186687   -0.372332    -2.278     0.798747    27.787
   8      2.061576   -0.125110    -1.920     0.702669    26.660
   9      1.921382   -0.140194    -1.579     0.598834    25.761
  10      1.742510   -0.178872    -1.445     0.556327    25.113
  11      1.429560   -0.312950    -2.436     0.835079    24.564
  12      1.332811   -0.096749    -2.197     0.778609    23.161
  13      1.206236   -0.126575    -2.191     0.776979    21.881
  14      1.036546   -0.169691    -2.674     0.881964    20.554
  15      0.976855   -0.059690    -2.340     0.813605    18.842
  16      0.918133   -0.058723    -1.915      0.70133    17.295
  17      0.842040   -0.076093    -1.541     0.586723    16.003
  18      0.777438   -0.064601    -0.891      0.38361    14.970
  19      0.644733   -0.132705    -0.824     0.363907    14.601
  20      0.518529   -0.126204    -0.933     0.396105    14.314
  21      0.412837   -0.105693    -1.140     0.459518    13.863
  22      0.326762   -0.086075    -1.448     0.557367    13.095
  23      0.290295   -0.036467    -0.959      0.40394    11.881
  24      0.257462   -0.032833    -0.014      0.17069    11.227
  25      0.157998   -0.099464    -0.785     0.352845    12.936
  26      0.113996   -0.044002    -1.272      0.50104    12.676
  27      0.105523   -0.008473    -0.278     0.223849    11.402
  28      0.066490   -0.039032    -0.816     0.361621    12.779
  29      0.049670   -0.016820    -0.836     0.367545    12.460
  30      0.037171   -0.012499        NA           NA        NA
  31      0.025611   -0.011560        NA           NA        NA
  32      0.019201   -0.006410        NA           NA        NA
  33      0.013465   -0.005736        NA           NA        NA
  34      0.007962   -0.005503        NA           NA        NA
  35      0.004220   -0.003742        NA           NA        NA
  36      0.002965   -0.001256        NA           NA        NA
  37      0.001422   -0.001542        NA           NA        NA
  38      0.000231   -0.001191        NA           NA        NA
    kurtosis           snps    indivs
popdifference:  Albania_EarlyModern_oCaucasus             Iraq_PPNA         0.000             1       1       2
popdifference:  Albania_EarlyModern_oCaucasus      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus     Israel_Natufian_d         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus       Israel_Natufian         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Israel_Natufian_contam         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus           Jordan_PPNB         0.000             1       1       7
popdifference:  Albania_EarlyModern_oCaucasus    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Albania_EarlyModern_oCaucasus        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus           Jordan_PPNC         0.000             1       1       3
popdifference:  Albania_EarlyModern_oCaucasus  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus       Montenegro_MLBA         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus              Turkey_N         0.000             1       1       1
popdifference:    Armenia_Aknashen_N   Armenia_MasisBlur_N         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Bahamas_SouthAndros_Ceramic         0.000             1       1       1
popdifference:    Armenia_Aknashen_N         Belize_4600BP         0.000             1       1       0
popdifference:    Armenia_Aknashen_N          Bulgaria_EIA         0.000             1       1       1
popdifference:    Armenia_Aknashen_N       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:    Armenia_Aknashen_N    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  England_N_Megalithic         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:    Armenia_Aknashen_N      Iran_GanjDareh_N         0.000             1       1       1
popdifference:    Armenia_Aknashen_N             Iraq_PPNA         0.000             1       1       2
popdifference:    Armenia_Aknashen_N      Iraq_PPNA_contam         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:    Armenia_Aknashen_N     Israel_Natufian_d         0.000             1       1       1
popdifference:    Armenia_Aknashen_N       Israel_Natufian         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Israel_Natufian_contam         0.000             1       1       1
popdifference:    Armenia_Aknashen_N           Jordan_PPNB         0.000             1       1       7
popdifference:    Armenia_Aknashen_N    Jordan_PPNB_contam         0.000             1       1       2
popdifference:    Armenia_Aknashen_N        Jordan_PPNB_lc         0.000             1       1       1
popdifference:    Armenia_Aknashen_N           Jordan_PPNC         0.000             1       1       3
popdifference:    Armenia_Aknashen_N  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:    Armenia_Aknashen_N       Montenegro_MLBA         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:    Armenia_Aknashen_N  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:    Armenia_Aknashen_N              Turkey_N         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Bahamas_SouthAndros_Ceramic         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N         Belize_4600BP         0.000             1       1       0
popdifference:   Armenia_MasisBlur_N          Bulgaria_EIA         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  England_N_Megalithic         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:   Armenia_MasisBlur_N      Iran_GanjDareh_N         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N             Iraq_PPNA         0.000             1       1       2
popdifference:   Armenia_MasisBlur_N      Iraq_PPNA_contam         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N     Israel_Natufian_d         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N       Israel_Natufian         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Israel_Natufian_contam         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N           Jordan_PPNB         0.000             1       1       7
popdifference:   Armenia_MasisBlur_N    Jordan_PPNB_contam         0.000             1       1       2
popdifference:   Armenia_MasisBlur_N        Jordan_PPNB_lc         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N           Jordan_PPNC         0.000             1       1       3
popdifference:   Armenia_MasisBlur_N  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N       Montenegro_MLBA         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:   Armenia_MasisBlur_N              Turkey_N         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic         Belize_4600BP         0.000             1       1       0
popdifference:  Bahamas_SouthAndros_Ceramic          Bulgaria_EIA         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  England_N_Megalithic         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  Bahamas_SouthAndros_Ceramic      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic             Iraq_PPNA         0.000             1       1       2
popdifference:  Bahamas_SouthAndros_Ceramic      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic     Israel_Natufian_d         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic       Israel_Natufian         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Israel_Natufian_contam         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic           Jordan_PPNB         0.000             1       1       7
popdifference:  Bahamas_SouthAndros_Ceramic    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Bahamas_SouthAndros_Ceramic        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic           Jordan_PPNC         0.000             1       1       3
popdifference:  Bahamas_SouthAndros_Ceramic  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic       Montenegro_MLBA         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Bahamas_SouthAndros_Ceramic              Turkey_N         0.000             1       1       1
popdifference:         Belize_4600BP          Bulgaria_EIA         0.000             1       0       1
popdifference:         Belize_4600BP       Bulgaria_LIA_lc         0.000             1       0       1
popdifference:         Belize_4600BP  Cuba_CanimarAbajo_Archaic         0.000             1       0       1
popdifference:         Belize_4600BP    Czech_IA_Hallstatt         0.000             1       0       1
popdifference:         Belize_4600BP  Dominican_ElSoco_Ceramic         0.000             1       0       1
popdifference:         Belize_4600BP  England_BellBeaker_highEEF         0.000             1       0       1
popdifference:         Belize_4600BP  England_BellBeaker_highWHG         0.000             1       0       1
popdifference:         Belize_4600BP  England_MIA_LIA_o1_lc         0.000             1       0       1
popdifference:         Belize_4600BP  England_N_Megalithic         0.000             1       0       1
popdifference:         Belize_4600BP  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       0       1
popdifference:         Belize_4600BP  Greece_Delphi_BA_Mycenaean         0.000             1       0       3
popdifference:         Belize_4600BP      Iran_GanjDareh_N         0.000             1       0       1
popdifference:         Belize_4600BP             Iraq_PPNA         0.000             1       0       2
popdifference:         Belize_4600BP      Iraq_PPNA_contam         0.000             1       0       1
popdifference:         Belize_4600BP  Israel_MLBA_o_brother.I2200         0.000             1       0       1
popdifference:         Belize_4600BP     Israel_Natufian_d         0.000             1       0       1
popdifference:         Belize_4600BP       Israel_Natufian         0.000             1       0       1
popdifference:         Belize_4600BP  Israel_Natufian_contam         0.000             1       0       1
popdifference:         Belize_4600BP           Jordan_PPNB         0.000             1       0       7
popdifference:         Belize_4600BP    Jordan_PPNB_contam         0.000             1       0       2
popdifference:         Belize_4600BP        Jordan_PPNB_lc         0.000             1       0       1
popdifference:         Belize_4600BP           Jordan_PPNC         0.000             1       0       3
popdifference:         Belize_4600BP  Jordan_PPNC_1d.rel.I1699         0.000             1       0       1
popdifference:         Belize_4600BP  Malawi_Fingira_LSA_6000BP         0.000             1       0       1
popdifference:         Belize_4600BP  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       0       1
popdifference:         Belize_4600BP       Montenegro_MLBA         0.000             1       0       1
popdifference:         Belize_4600BP  Russia_Samara_EBA_Yamnaya         0.000             1       0       1
popdifference:         Belize_4600BP  Russia_Uelen_OldBeringSea         0.000             1       0       1
popdifference:         Belize_4600BP              Turkey_N         0.000             1       0       1
popdifference:          Bulgaria_EIA       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:          Bulgaria_EIA  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:          Bulgaria_EIA    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:          Bulgaria_EIA  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:          Bulgaria_EIA  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:          Bulgaria_EIA  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:          Bulgaria_EIA  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:          Bulgaria_EIA  England_N_Megalithic         0.000             1       1       1
popdifference:          Bulgaria_EIA  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:          Bulgaria_EIA  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:          Bulgaria_EIA      Iran_GanjDareh_N         0.000             1       1       1
popdifference:          Bulgaria_EIA             Iraq_PPNA         0.000             1       1       2
popdifference:          Bulgaria_EIA      Iraq_PPNA_contam         0.000             1       1       1
popdifference:          Bulgaria_EIA  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:          Bulgaria_EIA     Israel_Natufian_d         0.000             1       1       1
popdifference:          Bulgaria_EIA       Israel_Natufian         0.000             1       1       1
popdifference:          Bulgaria_EIA  Israel_Natufian_contam         0.000             1       1       1
popdifference:          Bulgaria_EIA           Jordan_PPNB         0.000             1       1       7
popdifference:          Bulgaria_EIA    Jordan_PPNB_contam         0.000             1       1       2
popdifference:          Bulgaria_EIA        Jordan_PPNB_lc         0.000             1       1       1
popdifference:          Bulgaria_EIA           Jordan_PPNC         0.000             1       1       3
popdifference:          Bulgaria_EIA  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:          Bulgaria_EIA  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:          Bulgaria_EIA  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:          Bulgaria_EIA       Montenegro_MLBA         0.000             1       1       1
popdifference:          Bulgaria_EIA  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:          Bulgaria_EIA  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:          Bulgaria_EIA              Turkey_N         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  England_N_Megalithic         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:       Bulgaria_LIA_lc      Iran_GanjDareh_N         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc             Iraq_PPNA         0.000             1       1       2
popdifference:       Bulgaria_LIA_lc      Iraq_PPNA_contam         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc     Israel_Natufian_d         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc       Israel_Natufian         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Israel_Natufian_contam         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc           Jordan_PPNB         0.000             1       1       7
popdifference:       Bulgaria_LIA_lc    Jordan_PPNB_contam         0.000             1       1       2
popdifference:       Bulgaria_LIA_lc        Jordan_PPNB_lc         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc           Jordan_PPNC         0.000             1       1       3
popdifference:       Bulgaria_LIA_lc  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:       Bulgaria_LIA_lc       Montenegro_MLBA         0.000             1       1       1
